{'__name__': '__main__', '__doc__': None, '__package__': None, '__loader__': <_frozen_importlib_external.SourceFileLoader object at 0x7f4c5cec8fd0>, '__spec__': None, '__annotations__': {}, '__builtins__': <module 'builtins' (built-in)>, '__file__': '/media/XUPT/0158571d-fa1a-4147-b721-b7993d1903b5/lx/master/main.py', '__cached__': None, 'sep': '/', 'TRUE': b'I01\n', 'torch': <module 'torch' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/site-packages/torch/__init__.py'>, 'nn': <module 'torch.nn' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/site-packages/torch/nn/__init__.py'>, 'F': <module 'torch.nn.functional' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/site-packages/torch/nn/functional.py'>, 'partial': <class 'functools.partial'>, 'sio': <module 'scipy.io' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/site-packages/scipy/io/__init__.py'>, 'PCA': <class 'sklearn.decomposition._pca.PCA'>, 'FactorAnalysis': <class 'sklearn.decomposition._factor_analysis.FactorAnalysis'>, 'train_test_split': <function train_test_split at 0x7f4b9e0a1d40>, 'optim': <module 'torch.optim' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/site-packages/torch/optim/__init__.py'>, 'confusion_matrix': <function confusion_matrix at 0x7f4b9e288710>, 'accuracy_score': <function accuracy_score at 0x7f4b9e288560>, 'classification_report': <function classification_report at 0x7f4b9e28ed40>, 'cohen_kappa_score': <function cohen_kappa_score at 0x7f4b9e288a70>, 'truediv': <built-in function truediv>, 'logging': <module 'logging' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/logging/__init__.py'>, 'plt': <module 'matplotlib.pyplot' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/site-packages/matplotlib/pyplot.py'>, 'rearrange': <function rearrange at 0x7f4b9c929950>, 'np': <module 'numpy' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/site-packages/numpy/__init__.py'>, 'sys': <module 'sys' (built-in)>, 'datetime': <module 'datetime' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/datetime.py'>, 'os': <module 'os' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/os.py'>, 'day': datetime.datetime(2023, 1, 2, 10, 56, 53, 786313), 'day_str': '01_02_10_56', 'save_loger_name': './terminal_log//01_02_10_56loger.txt', 'Logger': <class '__main__.Logger'>, 'log_type': 'utf-8', 'get_module': <function get_module at 0x7f4c5cd557a0>}
当前运行的模块为： main
**************************************************
ytrain shape (80,)
Xtest shape:  (10169, 15, 15, 30)
Ytest shape (10169,)
Epoch :1	 Loss:2.782473	 Accuracy:12.500 OA:4.65	 AA:6.25
Epoch :45	 Loss:1.348331	 Accuracy:462.500 OA:62.61	 AA:78.22
Epoch :46	 Loss:1.323051	 Accuracy:437.500 OA:63.48	 AA:78.80
Epoch :47	 Loss:1.524783	 Accuracy:443.750 OA:63.41	 AA:78.65
Epoch :48	 Loss:1.289782	 Accuracy:456.250 OA:63.56	 AA:78.32
Epoch :49	 Loss:1.417280	 Accuracy:450.000 OA:63.91	 AA:77.92
Epoch :50	 Loss:1.440827	 Accuracy:443.750 OA:64.36	 AA:78.41
Epoch :51	 Loss:1.294737	 Accuracy:437.500 OA:65.55	 AA:78.89
Epoch :52	 Loss:1.393275	 Accuracy:456.250 OA:65.40	 AA:79.08
Epoch :53	 Loss:1.564777	 Accuracy:456.250 OA:65.04	 AA:79.51
Epoch :54	 Loss:1.194936	 Accuracy:456.250 OA:65.22	 AA:79.58
Epoch :55	 Loss:1.467353	 Accuracy:456.250 OA:65.48	 AA:79.36
Epoch :56	 Loss:1.187491	 Accuracy:456.250 OA:66.18	 AA:79.74
Epoch :57	 Loss:1.144867	 Accuracy:456.250 OA:67.22	 AA:80.55
Epoch :58	 Loss:1.559631	 Accuracy:443.750 OA:67.59	 AA:81.03
Epoch :59	 Loss:1.542101	 Accuracy:456.250 OA:68.43	 AA:81.55
Epoch :60	 Loss:1.189791	 Accuracy:468.750 OA:69.11	 AA:81.81
Epoch :61	 Loss:1.228865	 Accuracy:443.750 OA:69.73	 AA:81.89
Epoch :62	 Loss:1.210011	 Accuracy:456.250 OA:69.97	 AA:81.88
Epoch :63	 Loss:1.129969	 Accuracy:481.250 OA:69.74	 AA:81.73
Epoch :64	 Loss:1.173807	 Accuracy:475.000 OA:69.98	 AA:81.76
Epoch :65	 Loss:1.013615	 Accuracy:468.750 OA:70.72	 AA:82.21
Epoch :66	 Loss:0.967517	 Accuracy:481.250 OA:71.09	 AA:82.50
Epoch :67	 Loss:0.997558	 Accuracy:475.000 OA:71.74	 AA:82.74
Epoch :68	 Loss:0.885117	 Accuracy:487.500 OA:72.39	 AA:82.96
Epoch :69	 Loss:1.131839	 Accuracy:487.500 OA:72.58	 AA:82.79
Epoch :70	 Loss:1.002492	 Accuracy:487.500 OA:72.34	 AA:82.51
Epoch :71	 Loss:0.788234	 Accuracy:487.500 OA:72.34	 AA:82.64
Epoch :72	 Loss:0.922516	 Accuracy:481.250 OA:72.55	 AA:82.85
Epoch :73	 Loss:0.905356	 Accuracy:481.250 OA:72.34	 AA:82.63
Epoch :74	 Loss:1.188762	 Accuracy:475.000 OA:71.94	 AA:82.73
Epoch :75	 Loss:1.011024	 Accuracy:481.250 OA:72.22	 AA:82.65
Epoch :76	 Loss:0.978510	 Accuracy:487.500 OA:72.50	 AA:82.99
Epoch :77	 Loss:0.906901	 Accuracy:493.750 OA:72.44	 AA:83.06
Epoch :78	 Loss:0.786213	 Accuracy:487.500 OA:72.33	 AA:82.93
Epoch :79	 Loss:1.045232	 Accuracy:487.500 OA:72.94	 AA:83.38
Epoch :80	 Loss:0.914762	 Accuracy:481.250 OA:73.53	 AA:83.74
Epoch :81	 Loss:0.743298	 Accuracy:493.750 OA:73.68	 AA:83.86
Epoch :82	 Loss:1.196129	 Accuracy:481.250 OA:73.50	 AA:83.97
Epoch :83	 Loss:0.866575	 Accuracy:487.500 OA:73.20	 AA:83.85
Epoch :84	 Loss:1.062845	 Accuracy:487.500 OA:73.23	 AA:83.87
Epoch :85	 Loss:0.753781	 Accuracy:493.750 OA:73.44	 AA:83.97
Epoch :86	 Loss:0.714343	 Accuracy:493.750 OA:74.29	 AA:84.15
Epoch :87	 Loss:0.871728	 Accuracy:493.750 OA:74.20	 AA:83.92
Epoch :88	 Loss:0.821227	 Accuracy:500.000 OA:74.06	 AA:83.87
Epoch :89	 Loss:0.679847	 Accuracy:500.000 OA:73.98	 AA:84.21
Epoch :90	 Loss:0.722366	 Accuracy:487.500 OA:73.82	 AA:84.24
Epoch :91	 Loss:0.957540	 Accuracy:493.750 OA:74.14	 AA:84.40
Epoch :92	 Loss:0.644386	 Accuracy:493.750 OA:74.04	 AA:84.50
Epoch :93	 Loss:0.607753	 Accuracy:500.000 OA:74.20	 AA:84.59
Epoch :94	 Loss:0.752979	 Accuracy:493.750 OA:73.88	 AA:84.68
Epoch :95	 Loss:0.707322	 Accuracy:500.000 OA:73.51	 AA:84.63
Epoch :96	 Loss:0.627031	 Accuracy:500.000 OA:72.69	 AA:84.26
Epoch :97	 Loss:0.664115	 Accuracy:500.000 OA:72.02	 AA:84.07
Epoch :98	 Loss:0.858498	 Accuracy:493.750 OA:71.79	 AA:84.15
Epoch :99	 Loss:0.670745	 Accuracy:500.000 OA:72.32	 AA:84.39
Epoch :100	 Loss:0.722444	 Accuracy:500.000 OA:73.18	 AA:84.67
Epoch :101	 Loss:0.785632	 Accuracy:500.000 OA:74.19	 AA:84.99
Epoch :102	 Loss:0.584793	 Accuracy:500.000 OA:75.05	 AA:85.25
Epoch :103	 Loss:0.638523	 Accuracy:500.000 OA:75.11	 AA:85.18
Epoch :104	 Loss:0.598013	 Accuracy:500.000 OA:75.32	 AA:85.35
Epoch :105	 Loss:0.601672	 Accuracy:500.000 OA:75.42	 AA:85.39
Epoch :106	 Loss:0.622468	 Accuracy:500.000 OA:74.78	 AA:84.96
Epoch :107	 Loss:0.623229	 Accuracy:500.000 OA:73.80	 AA:84.60
Epoch :108	 Loss:0.595660	 Accuracy:500.000 OA:72.84	 AA:84.19
Epoch :109	 Loss:0.511044	 Accuracy:500.000 OA:72.52	 AA:84.07
Epoch :110	 Loss:0.477169	 Accuracy:500.000 OA:72.41	 AA:83.76
Epoch :111	 Loss:0.621618	 Accuracy:500.000 OA:72.25	 AA:83.72
Epoch :112	 Loss:0.712976	 Accuracy:493.750 OA:72.23	 AA:83.83
Epoch :113	 Loss:0.486388	 Accuracy:500.000 OA:72.78	 AA:84.12
Epoch :114	 Loss:0.539190	 Accuracy:500.000 OA:73.27	 AA:84.23
Epoch :115	 Loss:0.577476	 Accuracy:500.000 OA:73.59	 AA:84.45
Epoch :116	 Loss:0.671941	 Accuracy:487.500 OA:74.42	 AA:84.58
Epoch :117	 Loss:0.511754	 Accuracy:500.000 OA:74.73	 AA:84.73
Epoch :118	 Loss:0.667207	 Accuracy:500.000 OA:75.17	 AA:85.01
Epoch :119	 Loss:0.396226	 Accuracy:500.000 OA:75.07	 AA:85.05
Epoch :120	 Loss:0.406351	 Accuracy:500.000 OA:74.97	 AA:85.05
Epoch :121	 Loss:0.447460	 Accuracy:500.000 OA:74.89	 AA:85.09
Epoch :122	 Loss:0.514109	 Accuracy:500.000 OA:74.76	 AA:85.15
Epoch :123	 Loss:0.392124	 Accuracy:500.000 OA:74.05	 AA:85.01
Epoch :124	 Loss:0.497220	 Accuracy:500.000 OA:74.25	 AA:84.83
Epoch :125	 Loss:0.467188	 Accuracy:500.000 OA:74.47	 AA:84.57
Epoch :126	 Loss:0.369975	 Accuracy:500.000 OA:74.57	 AA:84.49
Epoch :127	 Loss:0.505880	 Accuracy:500.000 OA:74.98	 AA:84.48
Epoch :128	 Loss:0.553506	 Accuracy:493.750 OA:75.14	 AA:84.64
Epoch :129	 Loss:0.440641	 Accuracy:500.000 OA:74.76	 AA:84.67
Epoch :130	 Loss:0.418246	 Accuracy:493.750 OA:74.77	 AA:84.73
Epoch :131	 Loss:0.368747	 Accuracy:500.000 OA:74.29	 AA:84.59
Epoch :132	 Loss:0.554843	 Accuracy:500.000 OA:74.29	 AA:84.66
Epoch :133	 Loss:0.527854	 Accuracy:500.000 OA:74.46	 AA:84.70
Epoch :134	 Loss:0.317634	 Accuracy:500.000 OA:75.09	 AA:84.81
Epoch :135	 Loss:0.364478	 Accuracy:500.000 OA:75.41	 AA:84.82
Epoch :136	 Loss:0.385711	 Accuracy:500.000 OA:75.45	 AA:84.86
Epoch :137	 Loss:0.309894	 Accuracy:500.000 OA:75.39	 AA:84.96
Epoch :138	 Loss:0.768200	 Accuracy:493.750 OA:75.40	 AA:85.13
Epoch :139	 Loss:0.460271	 Accuracy:493.750 OA:74.80	 AA:84.87


2023年1月2日 11:08:02
OD没改动的
