{'__name__': '__main__', '__doc__': None, '__package__': None, '__loader__': <_frozen_importlib_external.SourceFileLoader object at 0x7f451caddf50>, '__spec__': None, '__annotations__': {}, '__builtins__': <module 'builtins' (built-in)>, '__file__': '/media/XUPT/0158571d-fa1a-4147-b721-b7993d1903b5/lx/master/main.py', '__cached__': None, 'sep': '/', 'TRUE': b'I01\n', 'torch': <module 'torch' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/site-packages/torch/__init__.py'>, 'nn': <module 'torch.nn' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/site-packages/torch/nn/__init__.py'>, 'F': <module 'torch.nn.functional' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/site-packages/torch/nn/functional.py'>, 'partial': <class 'functools.partial'>, 'sio': <module 'scipy.io' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/site-packages/scipy/io/__init__.py'>, 'PCA': <class 'sklearn.decomposition._pca.PCA'>, 'FactorAnalysis': <class 'sklearn.decomposition._factor_analysis.FactorAnalysis'>, 'train_test_split': <function train_test_split at 0x7f445dcb5d40>, 'optim': <module 'torch.optim' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/site-packages/torch/optim/__init__.py'>, 'confusion_matrix': <function confusion_matrix at 0x7f445de9d710>, 'accuracy_score': <function accuracy_score at 0x7f445de9d560>, 'classification_report': <function classification_report at 0x7f445dea3d40>, 'cohen_kappa_score': <function cohen_kappa_score at 0x7f445de9da70>, 'truediv': <built-in function truediv>, 'logging': <module 'logging' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/logging/__init__.py'>, 'plt': <module 'matplotlib.pyplot' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/site-packages/matplotlib/pyplot.py'>, 'rearrange': <function rearrange at 0x7f445c53f950>, 'np': <module 'numpy' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/site-packages/numpy/__init__.py'>, 'sys': <module 'sys' (built-in)>, 'datetime': <module 'datetime' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/datetime.py'>, 'os': <module 'os' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/os.py'>, 'day': datetime.datetime(2023, 1, 2, 11, 35, 23, 131501), 'day_str': '01_02_11_35', 'save_loger_name': './terminal_log//01_02_11_35loger.txt', 'Logger': <class '__main__.Logger'>, 'log_type': 'utf-8', 'get_module': <function get_module at 0x7f451c96a7a0>}
当前运行的模块为： main
**************************************************
ytrain shape (80,)
Xtest shape:  (10169, 15, 15, 30)
Ytest shape (10169,)
Epoch :1	 Loss:2.908320	 Accuracy:31.250 OA:0.40	 AA:6.25
Epoch :32	 Loss:2.500709	 Accuracy:237.500 OA:16.11	 AA:34.79
Epoch :33	 Loss:2.493735	 Accuracy:243.750 OA:15.54	 AA:35.12
Epoch :34	 Loss:2.460081	 Accuracy:256.250 OA:16.40	 AA:36.09
Epoch :35	 Loss:2.437841	 Accuracy:262.500 OA:18.39	 AA:37.23
Epoch :36	 Loss:2.469579	 Accuracy:268.750 OA:19.93	 AA:38.79
Epoch :37	 Loss:2.410601	 Accuracy:262.500 OA:21.91	 AA:42.33
Epoch :38	 Loss:2.430474	 Accuracy:306.250 OA:21.75	 AA:42.01
Epoch :39	 Loss:2.418917	 Accuracy:300.000 OA:21.22	 AA:41.08
Epoch :40	 Loss:2.345419	 Accuracy:287.500 OA:19.55	 AA:39.41
Epoch :41	 Loss:2.421416	 Accuracy:287.500 OA:18.50	 AA:37.97
Epoch :42	 Loss:2.433218	 Accuracy:281.250 OA:17.98	 AA:38.05
Epoch :43	 Loss:2.482310	 Accuracy:281.250 OA:17.89	 AA:38.54
Epoch :44	 Loss:2.357859	 Accuracy:293.750 OA:18.11	 AA:39.28
Epoch :45	 Loss:2.289770	 Accuracy:312.500 OA:18.87	 AA:40.51
Epoch :46	 Loss:2.317107	 Accuracy:331.250 OA:19.57	 AA:41.32
Epoch :47	 Loss:2.264559	 Accuracy:337.500 OA:20.31	 AA:42.22
Epoch :48	 Loss:2.354614	 Accuracy:343.750 OA:20.48	 AA:42.96
Epoch :49	 Loss:2.248025	 Accuracy:343.750 OA:20.77	 AA:43.39
Epoch :50	 Loss:2.296636	 Accuracy:356.250 OA:21.91	 AA:44.19
Epoch :51	 Loss:2.163326	 Accuracy:350.000 OA:24.58	 AA:46.37
Epoch :52	 Loss:2.221818	 Accuracy:362.500 OA:27.06	 AA:48.50
Epoch :53	 Loss:2.188662	 Accuracy:375.000 OA:28.57	 AA:49.59
Epoch :54	 Loss:2.217843	 Accuracy:400.000 OA:29.66	 AA:50.49
Epoch :55	 Loss:2.260897	 Accuracy:387.500 OA:31.89	 AA:51.87
Epoch :56	 Loss:2.151462	 Accuracy:400.000 OA:33.90	 AA:52.69
Epoch :57	 Loss:2.077120	 Accuracy:400.000 OA:35.07	 AA:53.07
Epoch :58	 Loss:2.123712	 Accuracy:406.250 OA:35.38	 AA:52.68
Epoch :59	 Loss:2.018202	 Accuracy:400.000 OA:34.80	 AA:52.17
Epoch :60	 Loss:2.162365	 Accuracy:406.250 OA:35.18	 AA:51.82
Epoch :61	 Loss:1.991901	 Accuracy:381.250 OA:35.98	 AA:51.44
Epoch :62	 Loss:2.090516	 Accuracy:387.500 OA:36.42	 AA:51.44
Epoch :63	 Loss:1.935736	 Accuracy:381.250 OA:36.86	 AA:52.33
Epoch :64	 Loss:2.004804	 Accuracy:381.250 OA:37.13	 AA:53.43
Epoch :65	 Loss:2.072990	 Accuracy:381.250 OA:37.33	 AA:53.95
Epoch :66	 Loss:2.040811	 Accuracy:387.500 OA:37.61	 AA:54.44
Epoch :67	 Loss:2.052300	 Accuracy:393.750 OA:38.02	 AA:54.65
Epoch :68	 Loss:1.883478	 Accuracy:400.000 OA:38.48	 AA:54.77
Epoch :69	 Loss:2.052316	 Accuracy:400.000 OA:38.91	 AA:55.18
Epoch :70	 Loss:1.825205	 Accuracy:400.000 OA:39.82	 AA:55.63
Epoch :71	 Loss:1.878050	 Accuracy:412.500 OA:40.48	 AA:55.75
Epoch :72	 Loss:1.867640	 Accuracy:412.500 OA:41.15	 AA:55.99
Epoch :73	 Loss:1.780312	 Accuracy:418.750 OA:41.81	 AA:56.05
Epoch :74	 Loss:1.838265	 Accuracy:412.500 OA:42.39	 AA:56.15
Epoch :75	 Loss:1.796450	 Accuracy:418.750 OA:43.31	 AA:57.08
Epoch :76	 Loss:1.775574	 Accuracy:406.250 OA:43.58	 AA:57.61
Epoch :77	 Loss:1.684516	 Accuracy:437.500 OA:43.68	 AA:58.36
Epoch :78	 Loss:1.871720	 Accuracy:443.750 OA:43.51	 AA:58.90
Epoch :79	 Loss:1.808643	 Accuracy:437.500 OA:43.40	 AA:58.88
Epoch :80	 Loss:1.711147	 Accuracy:437.500 OA:43.74	 AA:59.60
Epoch :81	 Loss:1.746333	 Accuracy:443.750 OA:43.83	 AA:60.39
Epoch :82	 Loss:1.658493	 Accuracy:456.250 OA:43.91	 AA:60.82
Epoch :83	 Loss:1.579010	 Accuracy:443.750 OA:44.06	 AA:61.35
Epoch :84	 Loss:1.777148	 Accuracy:456.250 OA:43.97	 AA:61.79
Epoch :85	 Loss:1.543594	 Accuracy:462.500 OA:44.11	 AA:62.16
Epoch :86	 Loss:1.631575	 Accuracy:462.500 OA:43.51	 AA:62.18
Epoch :87	 Loss:1.676301	 Accuracy:468.750 OA:43.02	 AA:62.23
Epoch :88	 Loss:1.583368	 Accuracy:462.500 OA:42.34	 AA:62.08
Epoch :89	 Loss:1.490701	 Accuracy:462.500 OA:41.89	 AA:62.06
Epoch :90	 Loss:1.612594	 Accuracy:462.500 OA:41.56	 AA:62.21
Epoch :91	 Loss:1.579016	 Accuracy:456.250 OA:41.35	 AA:62.36
Epoch :92	 Loss:1.386836	 Accuracy:456.250 OA:41.15	 AA:62.23
Epoch :93	 Loss:1.485219	 Accuracy:462.500 OA:40.94	 AA:62.16
Epoch :94	 Loss:1.288618	 Accuracy:456.250 OA:40.89	 AA:62.18
Epoch :95	 Loss:1.432121	 Accuracy:456.250 OA:40.75	 AA:61.88
Epoch :96	 Loss:1.584061	 Accuracy:475.000 OA:41.04	 AA:62.03
Epoch :97	 Loss:1.436880	 Accuracy:468.750 OA:41.39	 AA:62.31
Epoch :98	 Loss:1.449826	 Accuracy:468.750 OA:41.68	 AA:62.38
Epoch :99	 Loss:1.351942	 Accuracy:481.250 OA:41.99	 AA:62.40
Epoch :100	 Loss:1.401444	 Accuracy:468.750 OA:42.18	 AA:62.62
Epoch :101	 Loss:1.433972	 Accuracy:475.000 OA:42.35	 AA:62.80
Epoch :102	 Loss:1.456032	 Accuracy:481.250 OA:42.81	 AA:62.78
Epoch :103	 Loss:1.238630	 Accuracy:475.000 OA:43.32	 AA:62.75
Epoch :104	 Loss:1.449712	 Accuracy:475.000 OA:43.83	 AA:62.80
Epoch :105	 Loss:1.329226	 Accuracy:481.250 OA:44.88	 AA:63.09
Epoch :106	 Loss:1.285866	 Accuracy:481.250 OA:45.58	 AA:63.20
Epoch :107	 Loss:1.388454	 Accuracy:500.000 OA:45.95	 AA:63.24
Epoch :108	 Loss:1.257878	 Accuracy:487.500 OA:46.47	 AA:63.38
Epoch :109	 Loss:1.222831	 Accuracy:493.750 OA:46.90	 AA:63.44
Epoch :110	 Loss:1.244350	 Accuracy:493.750 OA:47.15	 AA:63.42
Epoch :111	 Loss:1.290527	 Accuracy:493.750 OA:47.20	 AA:63.35
Epoch :112	 Loss:1.260075	 Accuracy:481.250 OA:47.23	 AA:63.27
Epoch :113	 Loss:1.260398	 Accuracy:493.750 OA:47.53	 AA:63.34
Epoch :114	 Loss:1.122134	 Accuracy:487.500 OA:47.92	 AA:63.44
Epoch :115	 Loss:1.246074	 Accuracy:500.000 OA:48.42	 AA:63.50
Epoch :116	 Loss:1.043922	 Accuracy:493.750 OA:48.77	 AA:63.47
Epoch :117	 Loss:1.154108	 Accuracy:500.000 OA:48.94	 AA:63.55
Epoch :118	 Loss:1.148733	 Accuracy:500.000 OA:48.64	 AA:63.30
Epoch :119	 Loss:1.165115	 Accuracy:500.000 OA:48.36	 AA:63.15
Epoch :120	 Loss:1.084585	 Accuracy:500.000 OA:48.34	 AA:63.17
Epoch :121	 Loss:1.164573	 Accuracy:500.000 OA:48.25	 AA:63.23
Epoch :122	 Loss:1.153410	 Accuracy:500.000 OA:48.38	 AA:63.37
Epoch :123	 Loss:0.995991	 Accuracy:500.000 OA:48.34	 AA:63.40
Epoch :124	 Loss:1.085722	 Accuracy:500.000 OA:48.03	 AA:63.18
Epoch :125	 Loss:1.097834	 Accuracy:500.000 OA:48.17	 AA:63.42
Epoch :126	 Loss:1.059250	 Accuracy:500.000 OA:48.44	 AA:63.66
Epoch :127	 Loss:1.103565	 Accuracy:500.000 OA:48.48	 AA:63.65
Epoch :128	 Loss:0.995892	 Accuracy:500.000 OA:48.74	 AA:63.78
Epoch :129	 Loss:0.966921	 Accuracy:500.000 OA:48.66	 AA:63.84
Epoch :130	 Loss:1.016130	 Accuracy:500.000 OA:48.42	 AA:63.68
Epoch :131	 Loss:0.969557	 Accuracy:500.000 OA:48.35	 AA:63.63
Epoch :132	 Loss:0.987090	 Accuracy:500.000 OA:48.19	 AA:63.50
Epoch :133	 Loss:1.001940	 Accuracy:500.000 OA:48.10	 AA:63.51
Epoch :134	 Loss:0.909125	 Accuracy:500.000 OA:48.44	 AA:63.66
Epoch :135	 Loss:0.919347	 Accuracy:500.000 OA:48.65	 AA:63.53
Epoch :136	 Loss:0.896655	 Accuracy:500.000 OA:48.69	 AA:63.29
Epoch :137	 Loss:0.976832	 Accuracy:500.000 OA:48.59	 AA:63.20
Epoch :138	 Loss:0.875298	 Accuracy:500.000 OA:48.86	 AA:63.31
Epoch :139	 Loss:0.789501	 Accuracy:500.000 OA:49.07	 AA:63.41
Epoch :140	 Loss:0.911869	 Accuracy:500.000 OA:49.06	 AA:63.42
Epoch :141	 Loss:0.887761	 Accuracy:500.000 OA:48.84	 AA:63.40
Epoch :142	 Loss:0.867712	 Accuracy:500.000 OA:48.71	 AA:63.47
Epoch :143	 Loss:0.866825	 Accuracy:500.000 OA:48.53	 AA:63.39
Epoch :144	 Loss:0.861568	 Accuracy:500.000 OA:48.43	 AA:63.30
Epoch :145	 Loss:0.888276	 Accuracy:500.000 OA:47.98	 AA:63.09
