{'__name__': '__main__', '__doc__': None, '__package__': None, '__loader__': <_frozen_importlib_external.SourceFileLoader object at 0x7fa8bc5a5fd0>, '__spec__': None, '__annotations__': {}, '__builtins__': <module 'builtins' (built-in)>, '__file__': '/media/XUPT/0158571d-fa1a-4147-b721-b7993d1903b5/lx/master/main.py', '__cached__': None, 'sep': '/', 'TRUE': b'I01\n', 'torch': <module 'torch' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/site-packages/torch/__init__.py'>, 'nn': <module 'torch.nn' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/site-packages/torch/nn/__init__.py'>, 'F': <module 'torch.nn.functional' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/site-packages/torch/nn/functional.py'>, 'partial': <class 'functools.partial'>, 'sio': <module 'scipy.io' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/site-packages/scipy/io/__init__.py'>, 'PCA': <class 'sklearn.decomposition._pca.PCA'>, 'FactorAnalysis': <class 'sklearn.decomposition._factor_analysis.FactorAnalysis'>, 'train_test_split': <function train_test_split at 0x7fa7fd77ed40>, 'optim': <module 'torch.optim' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/site-packages/torch/optim/__init__.py'>, 'confusion_matrix': <function confusion_matrix at 0x7fa7fd965710>, 'accuracy_score': <function accuracy_score at 0x7fa7fd965560>, 'classification_report': <function classification_report at 0x7fa7fd96bd40>, 'cohen_kappa_score': <function cohen_kappa_score at 0x7fa7fd965a70>, 'truediv': <built-in function truediv>, 'logging': <module 'logging' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/logging/__init__.py'>, 'plt': <module 'matplotlib.pyplot' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/site-packages/matplotlib/pyplot.py'>, 'rearrange': <function rearrange at 0x7fa7fc007950>, 'np': <module 'numpy' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/site-packages/numpy/__init__.py'>, 'sys': <module 'sys' (built-in)>, 'datetime': <module 'datetime' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/datetime.py'>, 'os': <module 'os' from '/home/XUPT/anaconda3/envs/py37/lib/python3.7/os.py'>, 'day': datetime.datetime(2023, 1, 2, 11, 32, 25, 565123), 'day_str': '01_02_11_32', 'save_loger_name': './terminal_log//01_02_11_32loger.txt', 'Logger': <class '__main__.Logger'>, 'log_type': 'utf-8', 'get_module': <function get_module at 0x7fa8bc4327a0>}
当前运行的模块为： main
**************************************************
ytrain shape (80,)
Xtest shape:  (10169, 15, 15, 30)
Ytest shape (10169,)
Epoch :1	 Loss:2.841310	 Accuracy:31.250 OA:9.51	 AA:6.25
Epoch :63	 Loss:2.226218	 Accuracy:300.000 OA:32.42	 AA:45.14
Epoch :64	 Loss:2.180647	 Accuracy:306.250 OA:31.81	 AA:47.91
Epoch :65	 Loss:2.265742	 Accuracy:318.750 OA:30.60	 AA:47.80
Epoch :66	 Loss:2.260208	 Accuracy:318.750 OA:30.30	 AA:47.33
Epoch :67	 Loss:2.209906	 Accuracy:312.500 OA:30.93	 AA:47.25
Epoch :68	 Loss:2.149766	 Accuracy:325.000 OA:32.01	 AA:46.40
Epoch :69	 Loss:2.275367	 Accuracy:343.750 OA:34.03	 AA:46.00
Epoch :70	 Loss:2.218973	 Accuracy:343.750 OA:35.40	 AA:46.22
Epoch :71	 Loss:2.103024	 Accuracy:343.750 OA:36.32	 AA:47.00
Epoch :72	 Loss:2.173586	 Accuracy:350.000 OA:35.89	 AA:47.49
Epoch :73	 Loss:2.215336	 Accuracy:362.500 OA:33.55	 AA:48.30
Epoch :74	 Loss:2.271056	 Accuracy:362.500 OA:33.01	 AA:49.10
Epoch :75	 Loss:1.992083	 Accuracy:350.000 OA:33.51	 AA:48.66
Epoch :76	 Loss:2.099262	 Accuracy:343.750 OA:33.80	 AA:45.87
Epoch :77	 Loss:2.211760	 Accuracy:343.750 OA:34.61	 AA:47.03
Epoch :78	 Loss:2.076143	 Accuracy:343.750 OA:36.02	 AA:49.36
Epoch :79	 Loss:1.951997	 Accuracy:350.000 OA:38.23	 AA:52.37
Epoch :80	 Loss:2.080855	 Accuracy:393.750 OA:38.75	 AA:52.90
Epoch :81	 Loss:1.955284	 Accuracy:406.250 OA:39.55	 AA:53.79
Epoch :82	 Loss:1.912262	 Accuracy:400.000 OA:40.18	 AA:54.74
Epoch :83	 Loss:1.972072	 Accuracy:412.500 OA:40.48	 AA:54.90
Epoch :84	 Loss:1.922821	 Accuracy:418.750 OA:42.57	 AA:55.57
Epoch :85	 Loss:2.032761	 Accuracy:418.750 OA:43.76	 AA:55.84
Epoch :86	 Loss:1.949738	 Accuracy:418.750 OA:44.75	 AA:55.94
Epoch :87	 Loss:1.911048	 Accuracy:418.750 OA:45.50	 AA:56.02
Epoch :88	 Loss:2.003056	 Accuracy:418.750 OA:45.89	 AA:55.87
Epoch :89	 Loss:1.836427	 Accuracy:418.750 OA:46.30	 AA:55.91
Epoch :90	 Loss:1.782099	 Accuracy:418.750 OA:46.35	 AA:55.98
Epoch :91	 Loss:1.828322	 Accuracy:412.500 OA:46.60	 AA:56.43
Epoch :92	 Loss:1.699679	 Accuracy:418.750 OA:46.80	 AA:56.38
Epoch :93	 Loss:1.774426	 Accuracy:406.250 OA:46.88	 AA:56.76
Epoch :94	 Loss:1.778110	 Accuracy:412.500 OA:46.30	 AA:56.91
Epoch :95	 Loss:1.724765	 Accuracy:412.500 OA:45.88	 AA:57.27
Epoch :96	 Loss:1.832430	 Accuracy:412.500 OA:45.48	 AA:57.22
Epoch :97	 Loss:1.972854	 Accuracy:412.500 OA:45.60	 AA:57.25
Epoch :98	 Loss:1.743811	 Accuracy:412.500 OA:46.28	 AA:57.24
Epoch :99	 Loss:1.755128	 Accuracy:412.500 OA:47.68	 AA:57.21
Epoch :100	 Loss:1.644077	 Accuracy:425.000 OA:48.80	 AA:55.77
Epoch :101	 Loss:1.689332	 Accuracy:431.250 OA:49.18	 AA:54.91
Epoch :102	 Loss:1.683569	 Accuracy:437.500 OA:49.72	 AA:54.96
Epoch :103	 Loss:1.727775	 Accuracy:450.000 OA:50.51	 AA:55.61
Epoch :104	 Loss:1.582161	 Accuracy:450.000 OA:50.85	 AA:54.97
Epoch :105	 Loss:1.749527	 Accuracy:443.750 OA:50.91	 AA:55.51
Epoch :106	 Loss:1.593324	 Accuracy:450.000 OA:51.13	 AA:56.59
Epoch :107	 Loss:1.621716	 Accuracy:450.000 OA:51.12	 AA:57.63
Epoch :108	 Loss:1.690043	 Accuracy:450.000 OA:51.31	 AA:58.31
Epoch :109	 Loss:1.586161	 Accuracy:443.750 OA:51.06	 AA:59.68
Epoch :110	 Loss:1.440037	 Accuracy:443.750 OA:51.02	 AA:60.15
Epoch :111	 Loss:1.631614	 Accuracy:443.750 OA:51.22	 AA:60.40
Epoch :112	 Loss:1.539666	 Accuracy:443.750 OA:51.35	 AA:60.87
Epoch :113	 Loss:1.548150	 Accuracy:443.750 OA:51.29	 AA:61.08
Epoch :114	 Loss:1.587919	 Accuracy:443.750 OA:50.84	 AA:61.21
Epoch :115	 Loss:1.505738	 Accuracy:437.500 OA:50.54	 AA:61.44
Epoch :116	 Loss:1.528005	 Accuracy:437.500 OA:50.28	 AA:61.43
Epoch :117	 Loss:1.452534	 Accuracy:437.500 OA:50.12	 AA:61.74
Epoch :118	 Loss:1.388697	 Accuracy:443.750 OA:50.05	 AA:61.88
Epoch :119	 Loss:1.471398	 Accuracy:443.750 OA:49.48	 AA:61.65
Epoch :120	 Loss:1.347742	 Accuracy:443.750 OA:48.59	 AA:61.47
Epoch :121	 Loss:1.371683	 Accuracy:443.750 OA:47.46	 AA:61.11
Epoch :122	 Loss:1.327741	 Accuracy:450.000 OA:46.23	 AA:60.59
Epoch :123	 Loss:1.432194	 Accuracy:450.000 OA:45.61	 AA:60.51
Epoch :124	 Loss:1.413168	 Accuracy:450.000 OA:45.09	 AA:60.33
Epoch :125	 Loss:1.387350	 Accuracy:450.000 OA:44.74	 AA:60.02
Epoch :126	 Loss:1.307967	 Accuracy:456.250 OA:44.68	 AA:59.81
Epoch :127	 Loss:1.475927	 Accuracy:456.250 OA:44.67	 AA:59.82
Epoch :128	 Loss:1.370029	 Accuracy:456.250 OA:44.64	 AA:60.13
Epoch :129	 Loss:1.355605	 Accuracy:456.250 OA:44.87	 AA:60.31
Epoch :130	 Loss:1.355689	 Accuracy:462.500 OA:44.92	 AA:60.30
Epoch :131	 Loss:1.272009	 Accuracy:462.500 OA:45.55	 AA:60.56
Epoch :132	 Loss:1.294636	 Accuracy:462.500 OA:46.23	 AA:60.85
Epoch :133	 Loss:1.285063	 Accuracy:462.500 OA:46.56	 AA:60.94
Epoch :134	 Loss:1.238559	 Accuracy:462.500 OA:47.28	 AA:61.07
Epoch :135	 Loss:1.299571	 Accuracy:462.500 OA:48.25	 AA:61.30
Epoch :136	 Loss:1.233014	 Accuracy:462.500 OA:49.27	 AA:61.72
Epoch :137	 Loss:1.275584	 Accuracy:462.500 OA:50.42	 AA:61.83
Epoch :138	 Loss:1.212892	 Accuracy:462.500 OA:51.62	 AA:61.39
Epoch :139	 Loss:1.156662	 Accuracy:468.750 OA:51.79	 AA:61.12
Epoch :140	 Loss:1.232198	 Accuracy:481.250 OA:51.58	 AA:60.07
Epoch :141	 Loss:1.125212	 Accuracy:481.250 OA:51.16	 AA:58.30
Epoch :142	 Loss:1.080007	 Accuracy:456.250 OA:50.83	 AA:56.70
Epoch :143	 Loss:0.925759	 Accuracy:456.250 OA:50.50	 AA:56.50
Epoch :144	 Loss:1.144234	 Accuracy:456.250 OA:50.01	 AA:56.23
Epoch :145	 Loss:1.069792	 Accuracy:456.250 OA:49.58	 AA:56.06
Epoch :146	 Loss:1.198496	 Accuracy:456.250 OA:49.35	 AA:55.88
Epoch :147	 Loss:1.142674	 Accuracy:456.250 OA:48.97	 AA:55.86
Epoch :148	 Loss:1.165258	 Accuracy:456.250 OA:48.81	 AA:55.63
Epoch :149	 Loss:1.043367	 Accuracy:456.250 OA:48.74	 AA:55.61
Epoch :150	 Loss:1.096426	 Accuracy:456.250 OA:48.50	 AA:55.51
Epoch :151	 Loss:1.077940	 Accuracy:456.250 OA:48.30	 AA:55.49
Epoch :152	 Loss:1.032485	 Accuracy:456.250 OA:48.38	 AA:55.63
Epoch :153	 Loss:0.964049	 Accuracy:456.250 OA:48.65	 AA:56.61
